id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
755,COMP_M,15,15_82,15_(81-82),151,152,13,88,15_81,69.80912162162163,4702.728227441199,4772.537349062821,2103.9132493665843,2140.000353565547
255,COMP_M,13,13_71,13_(70-71),140,141,86,64,13_70,151.93333333333334,4704.06699669014,4856.000330023473,4679.066721330659,4704.06699669014
1351,COMP_M,7,7_35,M.USER.APP.7,20,105,55,35,None,48.26299045599151,4704.984299572777,4753.2472900287685,2000.0,2023.508218490224
3290,COMP_M,19,19_102,M.USER.APP.19,69,174,9,33,None,60.69910514541387,4705.000049633213,4765.699154778627,4700.0,4705.000049633213
493,COMP_M,1,1_9,1_(3-9),73,79,34,37,1_3,151.19289340101523,4705.511993763052,4856.704887164067,1646.4764956857707,1661.4766041619707
1048,COMP_M,18,18_100,18_(96-100),166,170,37,64,18_96,155.52592592592592,4706.323141002793,4861.8490669287185,2087.1320119577517,2112.1322028565246
2044,COMP_M,5,5_28,5_(24-28),94,98,70,94,5_24,153.19494584837545,4707.388721940775,4860.58366778915,3707.050755162958,3740.0002780371337
878,COMP_M,12,12_65,12_(63-65),137,134,50,78,12_63,43.85767326732673,4708.212359148506,4752.070032415832,4688.2121880268,4708.212359148506
3226,COMP_M,2,2_10,M.USER.APP.2,5,80,3,4,None,56.79434850863422,4710.000075751361,4766.794424259995,4700.0,4710.000075751361
3246,COMP_M,8,8_43,M.USER.APP.8,25,113,46,29,None,27.927741935483873,4710.000077614826,4737.92781955031,4700.0,4710.000077614826
3221,COMP_M,0,0_0,M.USER.APP.0,0,70,20,19,None,64.89208633093526,4710.000088790481,4774.892175121416,4700.0,4710.000088790481
1533,COMP_M,16,16_87,M.USER.APP.16,62,161,88,17,None,53.94965675057208,4710.721047478695,4764.670704229267,2200.0,2230.0002968914273
