ID,Latency,Spread,UnderUtil
65,0.49023255813953487,0.4093195868393419,0.8148345784418356
66,0.37209302325581395,0.646216272912881,0.807897545357524
67,0.5688372093023256,0.3488809220271457,0.8175026680896478
68,0.5818604651162791,0.4070432933486428,0.8084311632870864
69,0.4627906976744186,0.4627319310537132,0.8185699039487727
70,0.38465116279069766,0.6362477036028424,0.8105656350053362
71,0.5516279069767441,0.35222500423152225,0.8153681963713981
72,0.4637209302325581,0.47901281389741596,0.8094983991462112
73,0.5116279069767442,0.39465085354896673,0.8159018143009605
74,0.5483720930232558,0.3785389221165407,0.8143009605122732
75,0.5437209302325582,0.38537316706110003,0.8132337246531484
76,0.4418604651162791,0.5083591619442236,0.8105656350053362
77,0.5465116279069767,0.3606524511929421,0.8169690501600854
78,0.5246511627906977,0.40197788708794563,0.812700106723586
79,0.3953488372093023,0.5894337800113619,0.807897545357524
80,0.4441860465116279,0.4928829270717142,0.807897545357524
81,0.575813953488372,0.3783133496193427,0.8110992529348986
82,0.4046511627906977,0.5830915079998467,0.807897545357524
83,0.5506976744186046,0.40407012975194306,0.8121664887940234
84,0.41674418604651164,0.5799734163181622,0.8110992529348986
85,0.4283720930232558,0.5542170751360292,0.8084311632870864
86,0.4790697674418605,0.466593969692191,0.807897545357524
87,0.513953488372093,0.36914868655833477,0.8180362860192103
88,0.4306976744186046,0.5303701653859241,0.8084311632870864
89,0.4990697674418605,0.4256206195486256,0.8110992529348986
90,0.4865116279069767,0.4578730984138214,0.8100320170757738
91,0.5674418604651162,0.4194856216233325,0.807897545357524
92,0.3818604651162791,0.6376721566582013,0.8100320170757738
93,0.42790697674418604,0.5636678025769827,0.807897545357524
94,0.501860465116279,0.4452915448329148,0.8084311632870864
95,0.5395348837209303,0.433401468981076,0.807897545357524
96,0.4288372093023256,0.5275724483351458,0.8089647812166489
97,0.5213953488372093,0.43922657968099,0.8089647812166489
98,0.5237209302325582,0.3677025050668703,0.8175026680896478
99,0.4906976744186046,0.4498370523475137,0.807897545357524
